Name,Age,Height_cm,Weight_kg,Preferred_foot,Best_Position,Acceleration,Aggression,Agility,Balance,Ball_Control,Composure,Crossing,Curve,Defensive_Awareness,Dribbling,Finishing,Free_Kick_Accuracy,Heading_Accuracy,Interceptions,Jumping,Long_Passing,Long_Shots,Penalties,Positioning,Reactions,Short_Passing,Shot_Power,Sliding_Tackle,Sprint_Speed,Stamina,Standing_Tackle,Strength,Vision,Volleys,GK_Diving,GK_Handling,GK_Kicking,GK_Positioning,GK_Reflexes,GK_Speed,Weak_Foot,Attacking_Work_Rate,Defensive_Work_Rate,Body_Type,Dribbling_Reflexes,Defending_Pace,Physical_Positioning,Pace_Diving,Passing_Kicking,Shooting_Handling
N. Estevez,25,181,75,Right,CM,68,72,71,66,72,66,71,70,63,67,67,73,57,62,72,67,56,64,63,66,71,65,64,69,75,68,60,61,59,14,12,9,12,10,,3,Medium,Medium,Lean (170-185),69,64,67,69,68,64
A. Vetrih,30,181,75,Right,CM,67,72,66,70,69,62,56,56,59,66,47,52,55,65,65,67,62,50,66,65,69,65,60,64,73,63,70,66,46,10,12,13,8,9,,3,Medium,Medium,Normal (170-185),67,61,71,65,64,55
S. Oum Gouet,23,185,75,Right,CDM,57,57,62,60,67,69,58,59,62,64,47,46,62,65,59,63,57,41,49,70,68,70,61,61,80,64,82,67,41,10,9,5,15,10,,3,Medium,High,Normal (185+),65,63,75,59,64,53
Cristian Rivero,23,188,75,Right,GK,25,24,38,40,17,47,14,11,14,8,7,14,10,15,65,23,8,18,6,62,22,47,11,29,23,10,55,34,9,71,60,62,62,73,27,3,Medium,Medium,Lean (185+),,,,,,
W. Geubbels,19,185,72,Right,ST,83,36,76,59,64,63,52,57,27,67,69,43,59,21,63,47,67,58,66,63,62,66,19,88,47,21,61,56,66,5,13,6,15,14,,3,Medium,Low,Normal (185+),66,26,53,86,55,67
S. Sadzoute,23,172,56,Left,LB,69,56,72,85,66,55,64,54,63,67,39,43,55,61,80,57,46,47,60,61,65,59,64,80,70,63,52,52,37,12,8,12,14,14,,3,High,Medium,Lean (170-185),67,62,59,75,59,46
T. Holmes,21,189,82,Right,CB,54,65,48,55,57,58,53,46,64,50,20,25,67,65,74,56,20,37,37,60,60,35,68,63,63,67,80,46,24,12,9,8,14,12,,2,High,Medium,Normal (185+),53,66,72,59,53,25
A. Sissoko,24,178,68,Right,RB,77,71,60,75,61,62,68,45,63,56,31,31,61,62,56,48,28,37,48,61,65,37,66,74,65,66,59,43,35,6,7,12,12,7,,2,Medium,Medium,Lean (170-185),59,64,63,75,56,33
J. Tucker,21,192,85,Right,CB,71,68,47,51,49,50,28,21,66,42,24,22,66,65,79,57,19,25,32,62,58,36,65,66,76,66,84,42,25,9,8,5,7,15,,3,Medium,High,Normal (185+),46,66,79,68,45,26
U. Cardona,22,177,69,Left,LM,77,31,72,77,67,52,66,64,55,70,63,61,58,45,63,59,57,63,59,58,66,59,57,76,72,57,48,57,59,7,8,8,5,13,,3,Medium,Medium,Lean (170-185),68,54,51,76,63,61
P. Pfeiffer,21,196,91,Right,CB,55,62,42,38,57,59,34,29,67,51,29,28,69,65,55,45,26,43,36,59,61,47,66,67,55,70,83,28,34,13,11,10,11,11,,5,Medium,Medium,Normal (185+),52,68,70,62,43,33
R. Massimo,20,181,77,Right,RM,85,52,80,73,68,55,58,38,59,71,61,32,55,44,65,54,55,58,57,58,63,62,49,89,69,52,56,56,40,12,13,8,6,9,,5,High,Medium,Lean (170-185),70,53,59,87,56,59
C. Rocchia,23,172,70,Left,LB,74,62,76,80,61,58,61,55,60,57,37,37,58,60,70,54,38,47,53,64,63,60,67,77,74,64,61,48,32,12,12,9,9,7,,3,Medium,Medium,Normal (170-185),62,62,65,76,57,43
A. Pereira,21,181,75,Left,LB,79,61,66,81,65,63,65,60,57,65,54,54,48,65,61,51,57,38,58,64,59,71,62,78,75,63,66,51,54,8,10,9,6,12,,3,High,Medium,Lean (170-185),66,60,67,78,57,57
N. Quina,34,184,78,Left,LB,71,48,65,49,62,53,68,28,61,60,20,29,55,61,56,65,27,35,42,60,60,24,68,70,70,69,52,32,20,7,10,13,9,10,,3,Medium,High,Normal (170-185),60,64,56,70,54,24
Chumi,22,186,78,Right,CB,50,67,38,61,63,62,38,34,68,51,30,36,63,66,78,50,36,50,34,62,64,47,67,55,59,69,70,41,33,7,14,9,11,14,,3,Medium,Medium,Lean (185+),55,67,67,53,49,36
R. Atkinson,22,193,85,Left,CB,52,70,37,40,57,63,28,37,68,53,21,19,69,66,36,56,25,30,33,65,62,29,66,55,78,68,86,45,28,13,11,8,6,13,,3,Medium,Medium,Normal (185+),53,68,78,54,48,25
K. Gutierrez,24,168,65,Right,CDM,81,75,81,82,65,57,53,51,60,67,57,59,47,63,79,65,58,53,60,61,75,61,62,72,80,62,61,66,45,9,10,14,14,11,,2,Medium,Medium,Normal (170-),68,60,69,76,65,57
D. Martinovic,24,179,77,Right,ST,75,32,76,80,67,54,42,51,19,68,69,43,58,19,82,41,59,66,65,58,63,74,16,82,81,12,69,62,63,9,6,14,14,7,,3,High,Medium,Normal (170-185),68,21,65,79,54,67
H. Delbridge,29,193,90,Left,CB,54,90,53,33,50,59,21,20,64,39,24,26,68,59,82,48,36,33,25,53,61,50,62,62,84,62,87,32,20,13,14,12,11,13,,3,Medium,Medium,Normal (185+),45,63,87,58,41,32
Y. Toyokawa,26,171,64,Right,ST,85,52,89,79,66,70,45,67,19,64,66,69,67,16,85,38,66,56,69,67,66,67,19,78,75,13,53,59,66,13,7,8,9,6,,3,Medium,Low,Lean (170-185),68,21,60,81,56,66
J. Billong,27,192,88,Right,CB,53,70,40,36,43,59,39,32,66,47,25,32,64,61,71,46,30,53,28,62,59,54,71,49,65,72,87,38,36,7,11,8,6,12,,2,Low,High,Stocky (185+),46,67,77,51,46,34
K. Shibato,25,180,70,Right,CDM,61,66,67,65,68,50,54,38,61,63,49,43,55,66,52,66,51,35,60,63,69,54,60,50,71,63,69,62,43,11,9,5,14,7,,2,Medium,High,Lean (170-185),64,62,68,55,61,50
Neto Borges,24,183,84,Left,LB,69,64,70,57,66,67,64,46,63,68,48,30,58,62,66,59,50,32,66,67,64,54,61,68,76,63,85,66,38,10,7,14,6,10,,3,High,Medium,Normal (170-185),67,62,78,68,61,49
D. Otto,22,185,82,Right,ST,73,33,61,64,68,60,50,47,29,68,70,34,64,20,71,40,66,68,72,59,64,68,18,70,69,20,68,59,50,12,14,9,11,14,,3,High,Medium,Lean (185+),66,27,61,71,54,68
C. Almeida,31,170,65,Left,LB,61,74,52,63,58,62,58,40,68,62,33,71,63,63,57,55,29,39,65,65,62,51,73,51,70,73,46,52,30,9,15,10,8,5,,3,Medium,Medium,Stocky (170-),60,69,58,56,58,38
Á. Rodriguez,28,174,72,Right,CDM,75,75,62,72,57,52,37,35,63,61,52,36,58,68,59,65,60,45,59,73,65,49,53,75,78,71,63,64,32,8,7,10,12,13,,3,Medium,High,Normal (170-185),61,65,69,75,56,52
M. Toye,22,191,82,Right,ST,66,64,68,46,64,59,41,51,35,63,70,28,67,19,70,35,70,69,69,64,51,71,18,78,57,23,75,42,52,8,7,13,12,10,,5,High,Low,Normal (185+),63,30,68,73,44,69
M. Dauda,23,176,69,Right,ST,83,52,82,73,70,60,53,56,15,68,66,46,62,18,81,49,61,62,63,63,61,67,21,86,62,23,61,52,66,14,12,15,11,13,,3,Medium,Medium,Normal (170-185),70,23,60,85,55,65
G. Busio,19,170,61,Right,CM,67,64,84,91,68,68,48,70,58,68,63,65,58,54,79,64,64,60,66,66,72,61,49,62,73,67,59,69,53,15,15,6,12,13,,4,Medium,Medium,Lean (170-),71,59,65,64,65,62
B. Hussein,21,175,70,Right,CM,70,54,76,74,71,70,63,51,59,67,58,40,45,55,75,67,57,44,61,63,73,53,51,65,72,59,60,69,43,7,12,12,8,7,,3,Medium,Medium,Lean (170-185),69,56,63,67,67,56
A. Mora,23,190,81,Left,CB,68,80,55,33,49,56,33,35,68,33,22,32,71,65,73,40,25,45,23,53,64,44,68,66,68,67,73,32,31,7,13,12,14,11,,3,Low,High,Lean (185+),42,67,73,67,45,29
J. Cascante,27,188,77,Right,CB,49,78,31,52,57,55,21,24,64,45,45,21,68,64,73,56,15,37,55,65,65,40,65,51,57,67,79,44,26,5,15,10,6,7,,3,Medium,Medium,Normal (185+),49,65,73,50,46,37
J. Scherzer,25,185,76,Left,LB,63,66,65,64,65,49,61,52,65,66,36,52,61,66,72,58,46,34,48,63,62,54,63,72,71,66,75,52,29,7,11,11,7,14,,3,Medium,Medium,Normal (185+),65,65,72,68,58,42
J. Carbonero,21,170,75,Right,LM,84,33,90,75,68,53,54,48,19,69,65,35,41,17,54,41,62,58,66,55,54,65,17,93,81,15,63,67,51,9,15,10,10,10,,3,Medium,Medium,Stocky (170-),70,19,61,89,53,63
V. Gvilia,27,183,80,Right,CAM,65,59,74,69,69,69,67,69,54,66,64,68,55,53,53,68,63,58,64,66,69,67,47,64,81,56,64,69,52,11,8,6,12,13,,4,Medium,High,Lean (170-185),68,54,67,64,68,64
A. Trouillet,20,175,65,Left,CM,67,57,77,79,72,66,58,58,55,72,44,43,57,59,57,70,43,51,58,69,73,60,54,64,59,59,54,71,40,14,10,6,7,9,,3,Medium,Medium,Lean (170-185),72,57,56,65,67,48
Y. Oki,21,184,82,Right,GK,35,21,46,51,15,23,11,9,28,12,12,11,16,11,66,16,10,15,6,67,20,47,10,38,17,11,64,31,9,68,59,63,64,71,36,2,Medium,Medium,Normal (170-185),,,,,,
San Roman,23,189,79,Right,GK,22,15,38,35,17,40,14,11,12,6,8,12,13,11,43,17,9,18,8,61,16,51,11,26,31,12,55,33,7,66,67,68,65,66,24,3,Medium,Medium,Normal (185+),,,,,,
A. Al Hassan,24,182,65,Right,CDM,66,74,63,65,65,60,46,50,58,63,53,37,54,66,68,65,47,42,61,63,72,51,64,70,75,61,66,62,39,14,12,11,9,11,,3,Medium,Medium,Lean (170-185),64,61,70,68,61,51
J. Clarke,20,181,74,Right,RM,76,42,75,77,69,62,66,63,22,73,62,57,53,24,61,51,58,60,60,62,64,59,18,74,54,20,56,59,54,9,10,9,6,10,,4,Medium,Low,Lean (170-185),71,25,53,75,61,60
S. Ndlovu,24,170,68,Left,CM,78,50,66,79,69,60,67,45,64,71,62,38,32,66,37,68,65,52,63,62,70,73,62,74,64,64,46,65,41,8,14,6,11,11,,3,Medium,Medium,Normal (170-),69,61,51,76,65,63
D. Afolayan,23,180,70,Right,LM,80,55,74,74,66,67,60,57,43,71,60,56,55,40,66,55,60,54,63,65,59,58,32,82,66,45,58,61,54,10,11,10,11,14,,4,Medium,High,Normal (170-185),69,43,60,81,59,59
A. Gordon,20,185,70,Right,LM,78,54,68,66,69,62,62,63,32,73,62,59,45,28,55,51,62,65,62,59,62,61,25,79,63,28,51,63,44,5,6,14,7,8,,3,High,Medium,Lean (185+),70,31,55,79,60,61
Álex Collado,22,177,66,Left,RW,64,48,69,68,68,67,70,73,59,71,64,75,51,53,43,64,70,63,62,66,68,68,57,63,34,56,38,74,53,10,9,12,12,11,,3,Medium,Medium,Lean (170-185),69,56,39,63,70,65
Li Shuai,26,180,75,Right,LB,77,66,82,70,63,62,57,49,59,63,37,48,49,61,72,53,39,39,67,60,63,45,65,77,78,66,71,60,36,6,7,10,13,14,,4,High,Medium,Normal (170-185),65,61,72,77,58,41
Y. Sugita,28,164,65,Right,RW,80,38,90,82,67,56,69,65,33,70,62,40,36,27,81,52,62,47,59,58,63,61,25,81,72,29,34,61,53,15,12,9,5,14,,4,High,Medium,Lean (170-),70,30,47,81,61,60
S. Strand,28,175,70,Right,LB,82,73,73,74,64,51,59,39,61,60,27,30,45,64,70,56,33,32,53,55,62,34,64,87,80,60,56,46,30,14,13,8,9,13,,4,Medium,Medium,Normal (170-185),63,60,66,85,55,31
S. Callegari,24,188,83,Right,CB,49,60,50,44,61,59,41,35,67,36,29,33,69,65,71,52,25,45,35,57,61,46,68,52,63,72,76,48,37,10,7,8,7,12,,3,Medium,Medium,Normal (185+),48,68,69,51,50,33
L. Ramazani,20,167,55,Right,RM,82,62,83,83,67,62,61,55,30,71,59,50,41,35,65,55,54,50,65,64,59,65,30,84,60,34,51,61,57,7,10,13,5,11,,4,High,Medium,Lean (170-),71,33,56,83,59,59
P. Wiśniewski,22,194,91,Right,CB,78,66,61,57,53,64,38,24,64,44,16,29,60,65,58,54,25,38,22,65,56,40,66,91,70,70,85,35,28,9,13,12,14,9,,3,Medium,Medium,Normal (185+),51,66,76,85,45,25
B. Slisz,22,180,76,Right,CM,70,67,64,71,67,65,54,58,68,63,54,36,63,69,69,65,56,47,59,69,68,52,62,68,91,68,67,66,58,14,5,12,8,5,,3,High,High,Lean (170-185),65,67,73,69,62,54
Zubiaurre,24,190,80,Left,GK,31,21,33,32,16,47,12,12,10,14,11,11,18,14,49,14,12,10,11,65,16,50,13,28,22,12,58,52,11,65,66,67,63,68,30,3,Medium,Medium,Lean (185+),,,,,,
E. Loiodice,20,175,71,Left,CM,60,60,66,79,74,69,43,58,55,72,50,56,58,58,63,65,55,58,62,65,73,58,59,54,64,65,57,65,39,14,9,5,6,15,,3,Medium,Medium,Lean (170-185),72,59,60,57,63,53
M. Pedersen,21,183,76,Right,RB,88,43,78,71,63,54,66,57,58,65,48,44,38,62,65,44,42,53,57,57,56,51,58,89,83,63,64,58,46,10,7,9,15,11,,4,High,Medium,Lean (170-185),65,58,65,89,56,48
A. McCann,21,178,65,Right,CM,69,67,75,76,68,65,52,42,64,67,58,43,54,65,67,67,62,56,58,64,68,63,66,70,86,68,61,64,40,7,14,5,6,11,,4,Medium,Medium,Lean (170-185),68,65,69,70,61,59
M. Hosseini,25,183,76,Right,CB,63,50,55,67,54,66,28,35,67,42,18,37,70,69,75,58,30,45,26,65,62,45,70,65,72,72,73,30,22,6,13,12,12,13,,3,Medium,High,Stocky (170-185),51,70,68,64,46,28
K. Lewis-Potter,20,170,67,Right,LM,82,42,80,77,67,64,64,59,27,67,65,56,64,29,75,51,63,58,64,62,63,64,23,79,73,26,56,62,52,9,12,9,14,13,,3,High,Medium,Lean (170-),68,30,58,80,61,63
C. Abi,21,187,71,Left,ST,77,35,68,40,69,64,60,49,28,69,65,40,63,23,66,52,60,64,65,60,65,69,26,77,64,19,74,60,57,9,11,7,11,14,,3,Medium,Medium,Normal (185+),67,28,63,77,59,64
W. Tchimbembe,23,180,74,Left,CM,79,51,75,59,69,60,60,53,49,68,64,28,38,62,36,68,64,52,61,62,72,67,67,86,68,67,60,64,58,12,12,12,13,6,,2,High,Medium,Normal (170-185),68,58,59,83,64,64
B. Nygren,19,184,77,Left,RW,60,32,62,64,71,62,65,54,18,68,68,51,52,14,69,64,65,64,67,60,70,58,18,68,65,16,66,64,55,6,10,6,12,8,,3,Medium,Medium,Normal (170-185),67,20,59,64,65,65
F. Rieder,25,171,67,Right,LM,71,68,81,85,65,61,65,59,56,67,48,56,31,58,70,62,53,35,60,63,66,61,59,75,85,65,56,68,48,12,10,11,12,14,,3,Medium,Medium,Lean (170-185),68,57,66,73,65,52
D. Saddiki,24,179,70,Right,CDM,74,76,68,74,61,66,56,50,65,60,50,43,62,66,77,63,60,46,47,63,63,61,68,77,78,69,73,58,47,11,6,9,10,14,,3,Medium,High,Normal (170-185),62,66,75,76,59,54
S. Mamba,27,177,75,Right,ST,90,39,76,81,64,53,45,51,29,65,68,35,58,19,75,31,52,62,67,65,52,71,18,94,71,19,73,46,63,13,12,10,14,15,,4,Medium,Medium,Stocky (170-185),66,26,66,92,45,65
L. Ilic,21,182,73,Left,CAM,78,56,77,60,69,66,67,67,41,71,50,52,46,37,57,64,54,41,61,58,68,60,37,77,63,42,59,72,56,7,10,7,10,13,,2,Medium,Medium,Lean (170-185),70,41,59,77,67,53
B. Motshwari,30,172,66,Right,CM,74,59,68,83,68,68,57,55,50,68,54,53,55,57,67,74,58,61,61,65,73,64,61,77,70,58,68,62,54,12,6,11,10,11,,3,High,Low,Normal (170-185),69,55,67,76,66,58
J. Dörfler,24,186,80,Right,RB,78,68,68,67,65,54,64,39,63,66,54,37,53,62,64,56,42,43,58,64,66,59,57,72,75,63,76,53,42,7,10,6,15,9,,3,High,Medium,Normal (185+),65,61,74,75,59,52
T. Mølgaard,24,183,73,Right,RB,73,74,63,67,65,56,60,43,63,62,42,35,56,62,78,55,38,38,58,63,59,58,61,77,81,64,72,53,38,9,7,11,8,14,,4,High,High,Normal (170-185),63,62,75,75,55,45
M. Behrens,24,193,89,Right,GK,26,25,23,20,20,35,11,11,14,8,7,11,13,13,37,26,8,11,7,50,33,50,11,27,23,13,56,54,6,69,69,66,68,68,26,3,Medium,Medium,Normal (185+),,,,,,
N. Lozano,27,185,77,Left,CB,61,73,47,54,62,54,29,29,62,49,38,35,70,61,73,54,36,46,38,60,62,57,66,63,62,67,82,45,36,6,9,12,15,7,,3,Medium,Medium,Stocky (185+),54,65,75,62,48,42
A. De Bruyn,27,177,69,Right,CAM,79,42,80,74,71,59,56,62,30,76,69,64,52,27,73,64,67,62,62,60,66,70,29,68,59,38,58,57,59,14,5,13,10,11,,3,High,Medium,Normal (170-185),73,34,56,73,62,68
E. Lomotey,23,190,79,Right,CDM,67,75,59,40,61,58,45,48,68,54,38,43,64,68,68,60,53,48,55,66,60,64,60,63,81,67,84,56,41,10,14,6,6,14,,2,Medium,High,Lean (185+),57,67,81,65,55,48
I. Sissoko,25,190,89,Right,ST,69,45,56,39,67,65,40,47,41,65,70,56,68,15,71,47,65,73,69,55,64,70,22,72,65,24,80,53,47,7,11,10,8,11,,3,Medium,Medium,Normal (185+),63,32,69,71,53,68
H. Mörschel,23,190,75,Right,CAM,65,33,65,55,70,64,57,58,41,69,67,71,67,26,38,59,61,68,66,65,66,68,15,70,54,39,77,67,53,7,10,13,13,10,,4,Medium,Medium,Lean (185+),68,37,61,68,63,65
D. Kopacz,22,181,73,Right,CAM,78,49,81,79,70,63,63,63,22,71,54,46,47,34,61,61,65,52,60,62,69,66,50,69,84,51,49,67,64,9,11,12,7,6,,3,High,Medium,Normal (170-185),71,38,58,73,65,59
B. Kapacak,21,180,71,Right,RM,78,59,73,72,65,59,68,71,52,73,61,45,50,49,60,53,48,47,62,56,65,70,54,83,70,59,63,57,49,7,14,6,13,10,,3,High,Medium,Normal (170-185),69,54,64,81,62,59
P. Sokołowski,26,182,79,Right,CDM,66,58,72,60,64,62,54,32,63,66,44,57,52,66,59,63,58,46,54,66,67,58,62,64,82,66,71,62,29,8,14,15,9,8,,3,Medium,High,Lean (170-185),66,63,71,65,61,49
A. Opoku,22,185,71,Right,LM,84,54,77,69,67,61,60,81,35,74,47,59,48,34,60,60,44,48,54,54,61,57,38,80,77,43,57,73,46,6,5,8,7,8,,4,High,Medium,Lean (185+),70,39,62,82,64,49
D. Zagorac,34,186,80,Right,GK,46,21,49,32,16,24,11,10,14,18,10,15,11,16,47,29,8,17,17,66,19,47,12,39,21,13,56,54,9,71,65,62,61,70,43,3,Medium,Medium,Normal (185+),,,,,,
L. Menalo,24,181,73,Right,LW,79,36,76,65,73,52,67,52,27,72,61,59,39,23,42,55,59,54,57,61,58,66,23,78,66,22,56,55,53,6,11,8,9,15,,3,Medium,Low,Lean (170-185),71,26,54,78,59,61
A. Idah,20,190,83,Right,ST,69,53,65,54,66,64,38,49,18,64,69,30,65,17,66,37,61,63,68,63,49,73,11,75,59,17,74,41,62,12,13,9,10,6,,3,High,Medium,Normal (185+),64,22,66,72,42,68
L. Lapoussin,25,181,70,Right,LM,69,67,72,63,68,58,65,50,60,67,57,52,64,58,70,66,58,50,65,64,68,63,61,71,65,63,59,63,45,13,10,8,13,9,,3,Medium,Medium,Lean (170-185),67,61,63,70,64,58
O. Andrievskyi,27,180,74,Left,CDM,65,63,50,67,56,60,45,36,66,42,39,67,47,65,60,73,71,35,45,70,71,69,68,67,71,66,52,59,37,12,11,8,12,11,,2,High,Medium,Lean (170-185),51,64,59,66,62,51
Clemente,22,184,79,Left,CB,69,64,49,66,59,60,44,37,63,44,27,28,65,65,75,69,23,49,29,65,73,43,69,70,68,71,66,30,35,8,8,5,10,12,,2,Low,Medium,Lean (170-185),52,67,67,70,54,31
M. Eskihellaç,24,175,72,Right,RM,84,31,82,73,69,48,66,61,25,70,61,41,46,17,47,65,46,53,61,50,67,67,26,86,57,28,57,53,47,7,11,12,13,5,,2,Medium,Medium,Normal (170-185),69,27,51,85,62,58
P. Lima,30,181,77,Right,CDM,66,62,59,61,65,53,48,36,64,51,30,35,49,62,65,71,37,38,52,65,76,52,57,55,74,59,69,66,33,6,5,14,15,5,,3,Medium,Medium,Normal (170-185),57,60,69,60,64,37
Carlos Mendes Gomes,22,178,66,Right,LW,83,35,85,87,64,65,63,57,38,66,64,50,38,26,53,52,65,54,64,60,61,66,26,81,82,27,52,63,52,10,6,8,12,11,,3,High,Medium,Lean (170-185),68,31,56,82,60,64
B. Omeragic,19,187,76,Right,CB,72,68,60,61,56,65,50,49,64,50,25,27,65,63,76,63,46,41,50,63,64,42,67,78,68,70,71,48,39,13,14,15,10,10,,3,Medium,High,Lean (185+),55,66,70,75,55,35
K. Osako,21,187,86,Right,GK,28,19,27,38,20,45,14,10,12,12,7,10,10,8,42,19,7,15,7,63,18,49,11,32,22,14,68,38,7,68,66,65,62,70,30,2,Medium,Medium,Normal (185+),,,,,,
M. Hjulmand,22,185,78,Right,CM,61,72,57,62,70,52,46,39,58,66,49,45,53,64,64,70,58,44,57,64,71,59,57,67,72,60,74,68,42,11,6,10,11,6,,3,Medium,High,Normal (185+),65,59,73,64,62,53
C. Sabaly,22,168,56,Right,LM,79,31,84,88,67,55,63,54,16,71,65,41,46,19,54,58,39,59,67,56,65,59,19,82,64,11,31,54,54,15,14,14,11,15,,3,High,Low,Lean (170-),70,18,40,81,60,58
J. Keita,22,168,58,Right,LW,91,47,91,91,67,66,52,57,32,73,66,49,41,29,55,49,57,60,56,62,55,60,34,92,60,31,33,55,54,14,12,15,9,8,,3,High,Low,Lean (170-),73,32,44,92,53,62
N. Celic,22,185,74,Left,CDM,62,72,56,66,63,62,63,68,66,57,35,64,58,68,60,63,63,48,32,58,67,66,60,53,81,66,77,55,30,10,13,10,9,9,,3,Medium,Medium,Normal (185+),59,65,76,57,63,47
A. Duarte,27,185,76,Right,GK,25,16,23,42,17,53,14,11,15,13,9,12,10,10,59,24,6,17,4,58,29,47,21,25,22,13,64,45,8,68,70,62,64,67,25,2,Medium,Medium,Lean (185+),,,,,,
G. Guiffrey,23,182,74,Left,CB,66,62,69,62,65,55,54,32,66,48,31,30,66,67,72,54,32,41,44,65,59,49,67,72,77,72,72,34,38,11,8,9,10,14,,3,Low,High,Lean (170-185),57,68,71,69,49,36
R. Decostere,23,180,68,Left,RWB,74,68,69,74,65,58,63,51,63,65,36,37,56,62,54,59,42,50,51,61,64,62,66,76,70,65,65,58,39,9,13,6,12,7,,4,High,High,Normal (170-185),65,63,66,75,60,44
C. Vanhoutte,22,182,73,Right,CDM,64,69,67,66,70,64,42,62,61,62,53,45,57,64,59,66,56,61,46,62,68,55,61,64,78,63,68,59,46,14,12,11,7,8,,3,Medium,Medium,Normal (170-185),65,62,70,64,59,54
M. Fischer,25,179,72,Right,CAM,72,62,77,71,67,62,64,70,34,68,64,68,58,51,74,60,65,68,64,62,70,62,37,69,81,45,64,65,53,8,6,9,15,7,,4,Medium,Medium,Normal (170-185),68,43,68,70,66,63
L. Pons,31,181,79,Right,ST,52,55,56,62,60,63,34,41,16,61,73,41,70,15,66,55,62,68,73,70,61,67,20,55,63,18,72,49,63,7,11,6,15,6,,3,High,Medium,Normal (170-185),61,22,66,54,50,69
F. Pierrot,26,194,93,Right,ST,59,61,51,32,63,65,52,31,26,59,71,33,65,18,69,33,60,60,67,57,58,80,21,68,71,24,92,54,61,9,7,13,15,15,,3,Medium,Medium,Stocky (185+),58,27,79,64,50,69
A. Ciss,21,186,65,Right,LM,76,63,87,69,67,56,58,45,52,66,60,45,65,54,84,60,54,46,61,61,66,66,50,83,86,55,70,62,47,5,11,15,7,11,,3,High,High,Lean (185+),68,54,73,80,61,59
N. Opoku,23,190,78,Right,CB,64,70,57,43,51,58,39,30,65,44,29,27,64,68,69,46,31,41,35,65,51,62,68,67,62,67,84,39,37,5,8,10,7,9,,4,Medium,Medium,Normal (185+),49,66,75,66,43,37
L. Osaki,29,187,82,Right,CB,41,62,45,40,55,60,48,36,66,37,28,30,68,64,71,62,41,36,40,67,65,49,64,61,62,67,84,47,43,11,15,7,6,12,,2,Medium,Medium,Normal (185+),46,66,73,52,54,37
J. Guillemenot,23,183,73,Right,ST,74,52,67,71,70,61,62,66,30,68,65,60,64,32,72,63,65,66,69,68,66,66,34,77,69,38,70,63,53,8,10,8,9,13,,4,High,Medium,Normal (170-185),68,37,66,76,64,65
Juan Hernandez,26,186,75,Left,LM,62,28,57,69,67,55,64,51,24,69,71,69,42,17,42,74,56,50,69,64,68,55,26,61,50,23,51,59,41,7,9,7,10,8,,3,High,Medium,Lean (185+),66,24,46,61,66,62
Sergio López,22,179,69,Right,RB,76,66,70,72,67,62,67,61,63,68,52,41,64,60,61,60,59,43,50,65,68,63,63,76,58,62,53,59,48,12,12,11,7,13,,3,High,Medium,Lean (170-185),68,62,57,76,63,55
G. Botos,20,172,69,Right,CAM,72,65,74,78,70,65,64,65,47,76,50,63,46,43,57,64,54,55,63,57,71,63,56,64,60,51,47,70,54,6,11,9,9,7,,3,Medium,Medium,Normal (170-185),73,48,54,68,68,55
H. Boussefiane,23,177,65,Right,RM,87,41,77,74,66,54,62,66,30,70,63,48,42,30,47,41,53,59,66,61,59,59,30,87,64,32,37,63,54,9,7,7,14,10,,3,High,Low,Lean (170-185),68,32,45,87,58,60
Edu Espiau,26,185,84,Right,ST,68,38,56,55,62,65,42,47,21,66,67,39,67,22,74,53,65,59,73,71,64,69,19,72,64,18,64,57,55,10,14,15,6,15,,3,Medium,Low,Normal (185+),63,25,59,70,54,66
E. Ceïde,19,175,74,Right,LW,85,34,80,77,73,60,61,58,32,74,56,40,37,27,45,46,55,38,60,56,57,56,33,82,64,35,49,64,51,6,7,10,9,13,,2,Medium,Medium,Lean (170-185),73,33,50,83,57,55
A. Kampetsis,22,186,81,Right,LW,74,57,68,65,70,67,60,64,30,69,69,36,66,29,72,56,58,62,69,64,64,64,18,77,64,15,69,60,57,10,8,7,10,12,,5,Medium,Low,Normal (185+),69,28,66,76,60,65
C. Ortiz,34,181,80,Right,ST,68,35,61,60,50,49,29,30,14,60,75,50,72,10,62,27,75,70,61,70,55,73,10,65,53,15,75,46,61,7,13,11,6,12,,4,High,Medium,Normal (170-185),57,19,61,66,42,73
C. Elva,24,180,81,Right,LM,92,49,92,85,63,54,58,39,22,68,55,34,59,20,92,45,48,46,64,64,60,65,28,92,72,21,74,58,59,13,5,13,12,7,,3,Medium,Medium,Stocky (170-185),69,26,69,92,55,56
Cho Jae Wan,25,174,70,Right,LW,82,60,83,78,67,64,59,59,25,66,66,35,61,31,63,58,61,63,66,65,60,66,19,86,82,32,64,55,44,9,11,7,9,14,,2,High,Medium,Normal (170-185),68,31,68,84,57,64
Sebastian Mendez,24,175,72,Right,CDM,65,72,73,70,60,57,62,32,67,62,56,54,62,65,67,70,62,49,52,66,72,64,61,68,76,65,61,55,48,7,10,9,14,13,,3,Medium,Medium,Normal (170-185),63,65,67,67,63,58
Sergio Gónzalez,24,184,70,Right,CDM,59,68,56,60,64,63,42,28,65,46,35,36,64,64,72,53,34,47,47,65,70,56,67,71,74,69,68,62,36,10,12,14,8,6,,3,Medium,Medium,Lean (170-185),55,66,70,66,56,40
